DateTime,Ensemble ET,Precip (gridMET)
2021-03-24 00:00:00,2.041,0
2021-03-25 00:00:00,1.229,0
2021-03-26 00:00:00,1.796,0
2021-03-27 00:00:00,1.678,0
2021-03-28 00:00:00,1.782,0
2021-03-29 00:00:00,1.788,0
2021-03-30 00:00:00,2.294,0
2021-03-31 00:00:00,2.212,0
2021-04-01 00:00:00,2.127,0
2021-04-02 00:00:00,2.038,0
2021-04-03 00:00:00,1.717,0
2021-04-04 00:00:00,1.566,0
2021-04-05 00:00:00,1.549,0
2021-04-06 00:00:00,1.96,0
2021-04-07 00:00:00,1.701,0
2021-04-08 00:00:00,2.092,0
2021-04-09 00:00:00,1.941,0
2021-04-10 00:00:00,2.361,0
2021-04-11 00:00:00,2.654,0
2021-04-12 00:00:00,2.698,0
2021-04-13 00:00:00,2.135,0
2021-04-14 00:00:00,2.207,0
2021-04-15 00:00:00,2.427,0
2021-04-16 00:00:00,2.686,0
2021-04-17 00:00:00,2.979,0
2021-04-18 00:00:00,3.456,0
2021-04-19 00:00:00,2.716,0
2021-04-20 00:00:00,1.726,0
2021-04-21 00:00:00,2,0
2021-04-22 00:00:00,2.028,0
2021-04-23 00:00:00,2.023,0
2021-04-24 00:00:00,1.399,0
2021-04-25 00:00:00,0.812,3.7
2021-04-26 00:00:00,1.482,0
2021-04-27 00:00:00,1.935,0
2021-04-28 00:00:00,2.432,0
2021-04-29 00:00:00,2.458,0
2021-04-30 00:00:00,2.212,0
2021-05-01 00:00:00,1.681,0
2021-05-02 00:00:00,1.891,0
2021-05-03 00:00:00,2.508,0
2021-05-04 00:00:00,2.214,0
2021-05-05 00:00:00,1.905,0
2021-05-06 00:00:00,1.472,0
2021-05-07 00:00:00,1.456,0
2021-05-08 00:00:00,2.061,0
2021-05-09 00:00:00,2.667,0
2021-05-10 00:00:00,2.748,0
2021-05-11 00:00:00,2.785,0
2021-05-12 00:00:00,2.943,0
2021-05-13 00:00:00,2.794,0
2021-05-14 00:00:00,2.532,0
2021-05-15 00:00:00,1.862,0
2021-05-16 00:00:00,2.274,0
2021-05-17 00:00:00,2.266,0
2021-05-18 00:00:00,2.563,0
2021-05-19 00:00:00,1.88,0
2021-05-20 00:00:00,1.944,0
2021-05-21 00:00:00,1.913,0
2021-05-22 00:00:00,1.837,0
2021-05-23 00:00:00,1.622,0
2021-05-24 00:00:00,1.956,0
2021-05-25 00:00:00,1.965,0
2021-05-26 00:00:00,2.347,0
2021-05-27 00:00:00,1.92,0
2021-05-28 00:00:00,1.688,0
2021-05-29 00:00:00,1.442,0
2021-05-30 00:00:00,1.875,0
2021-05-31 00:00:00,1.991,0
2021-06-01 00:00:00,1.718,0
2021-06-02 00:00:00,1.736,0
2021-06-03 00:00:00,1.885,0
2021-06-04 00:00:00,2.034,0
2021-06-05 00:00:00,2.183,0
2021-06-06 00:00:00,2.076,0
2021-06-07 00:00:00,1.767,0
2021-06-08 00:00:00,1.693,0
2021-06-09 00:00:00,1.751,0
2021-06-10 00:00:00,1.882,0
2021-06-11 00:00:00,1.888,0
2021-06-12 00:00:00,1.832,0
2021-06-13 00:00:00,1.537,0
2021-06-14 00:00:00,1.242,0
2021-06-15 00:00:00,1.603,0
2021-06-16 00:00:00,1.525,0
2021-06-17 00:00:00,1.495,0
2021-06-18 00:00:00,1.483,0
2021-06-19 00:00:00,1.632,0
2021-06-20 00:00:00,1.645,0
2021-06-21 00:00:00,1.464,0
2021-06-22 00:00:00,1.303,0
2021-06-23 00:00:00,1.347,0
2021-06-24 00:00:00,1.463,0
2021-06-25 00:00:00,1.805,0
2021-06-26 00:00:00,1.754,0
2021-06-27 00:00:00,1.663,0
2021-06-28 00:00:00,1.575,0
2021-06-29 00:00:00,1.614,0
2021-06-30 00:00:00,1.222,0
2021-07-01 00:00:00,1.202,0
2021-07-02 00:00:00,1.276,0
2021-07-03 00:00:00,1.182,0
2021-07-04 00:00:00,1.161,0
2021-07-05 00:00:00,1.209,0
2021-07-06 00:00:00,1.152,0
2021-07-07 00:00:00,1.147,0
2021-07-08 00:00:00,1.45,0
2021-07-09 00:00:00,1.565,0
2021-07-10 00:00:00,1.612,0
2021-07-11 00:00:00,1.379,0
2021-07-12 00:00:00,1.129,0
2021-07-13 00:00:00,0.982,0
2021-07-14 00:00:00,1.052,0
2021-07-15 00:00:00,1.045,0
2021-07-16 00:00:00,1.167,0
2021-07-17 00:00:00,1.364,0
2021-07-18 00:00:00,1.482,0
2021-07-19 00:00:00,1.494,0
2021-07-20 00:00:00,1.514,0
2021-07-21 00:00:00,1.59,0
2021-07-22 00:00:00,1.665,0
2021-07-23 00:00:00,1.852,0
2021-07-24 00:00:00,1.909,0
2021-07-25 00:00:00,2.013,0
2021-07-26 00:00:00,1.917,0
2021-07-27 00:00:00,1.676,0
2021-07-28 00:00:00,0.837,0
2021-07-29 00:00:00,1.041,0
2021-07-30 00:00:00,1.044,0
2021-07-31 00:00:00,1.003,0
2021-08-01 00:00:00,0.858,0
2021-08-02 00:00:00,0.911,0
2021-08-03 00:00:00,1.203,0
2021-08-04 00:00:00,1.114,0
2021-08-05 00:00:00,0.917,0
2021-08-06 00:00:00,1.162,0
2021-08-07 00:00:00,1.103,0
2021-08-08 00:00:00,1.074,0
2021-08-09 00:00:00,1.032,0
2021-08-10 00:00:00,1.076,0
2021-08-11 00:00:00,1.061,0
2021-08-12 00:00:00,1.117,0
2021-08-13 00:00:00,1.144,0
2021-08-14 00:00:00,1.203,0
2021-08-15 00:00:00,1.262,0
2021-08-16 00:00:00,1.201,0
2021-08-17 00:00:00,0.945,0
2021-08-18 00:00:00,0.869,0
2021-08-19 00:00:00,0.913,0
2021-08-20 00:00:00,0.838,0
2021-08-21 00:00:00,0.721,0
2021-08-22 00:00:00,0.767,0
2021-08-23 00:00:00,0.797,0
2021-08-24 00:00:00,0.783,0
2021-08-25 00:00:00,0.756,0
2021-08-26 00:00:00,0.958,0
2021-08-27 00:00:00,1.086,0
2021-08-28 00:00:00,1.014,0
2021-08-29 00:00:00,0.838,0
2021-08-30 00:00:00,0.875,0
2021-08-31 00:00:00,0.85,0
2021-09-01 00:00:00,0.645,0
2021-09-02 00:00:00,0.636,0
2021-09-03 00:00:00,0.847,0
2021-09-04 00:00:00,0.884,0
2021-09-05 00:00:00,1.088,0
2021-09-06 00:00:00,1.139,0
2021-09-07 00:00:00,1.311,0
2021-09-08 00:00:00,1.128,0
2021-09-09 00:00:00,0.942,0
2021-09-10 00:00:00,0.666,0
2021-09-11 00:00:00,0.7,0
2021-09-12 00:00:00,0.763,0
2021-09-13 00:00:00,0.773,0
2021-09-14 00:00:00,0.734,0
2021-09-15 00:00:00,0.685,0
2021-09-16 00:00:00,0.528,0
2021-09-17 00:00:00,0.506,0
2021-09-18 00:00:00,0.368,0
2021-09-19 00:00:00,0.381,0
2021-09-20 00:00:00,0.603,0
2021-09-21 00:00:00,0.569,0
2021-09-22 00:00:00,0.559,0
2021-09-23 00:00:00,0.548,0
2021-09-24 00:00:00,0.519,0
2021-09-25 00:00:00,0.427,0
2021-09-26 00:00:00,0.357,0
2021-09-27 00:00:00,0.227,0
2021-09-28 00:00:00,0.368,0
2021-09-29 00:00:00,0.427,0
2021-09-30 00:00:00,0.441,0
2021-10-01 00:00:00,0.537,0
2021-10-02 00:00:00,0.591,0
2021-10-03 00:00:00,0.713,0
2021-10-04 00:00:00,0.944,0
2021-10-05 00:00:00,0.851,0
2021-10-06 00:00:00,0.708,0
2021-10-07 00:00:00,0.928,0
2021-10-08 00:00:00,0.785,0
2021-10-09 00:00:00,0.694,0
2021-10-10 00:00:00,0.755,0
2021-10-11 00:00:00,0.951,0
2021-10-12 00:00:00,0.82,0
2021-10-13 00:00:00,0.458,0
2021-10-14 00:00:00,0.436,0
2021-10-15 00:00:00,0.351,0
2021-10-16 00:00:00,0.37,0
2021-10-17 00:00:00,0.53,0.4
2021-10-18 00:00:00,0.64,0.3
2021-10-19 00:00:00,1.123,0
2021-10-20 00:00:00,1.145,7
2021-10-21 00:00:00,1.162,2
2021-10-22 00:00:00,0.779,2.4
2021-10-23 00:00:00,1.117,1.6
2021-10-24 00:00:00,0.24,98
2021-10-25 00:00:00,1.023,11.3
2021-10-26 00:00:00,1.36,0
2021-10-27 00:00:00,2.691,0
2021-10-28 00:00:00,0.812,0
2021-10-29 00:00:00,0.855,0
2021-10-30 00:00:00,0.786,0
2021-10-31 00:00:00,1.766,0
2021-11-01 00:00:00,1.133,6.4
2021-11-02 00:00:00,1.406,0
2021-11-03 00:00:00,2.058,2.8
2021-11-04 00:00:00,1.368,0
2021-11-05 00:00:00,2.035,0
2021-11-06 00:00:00,1.571,0
2021-11-07 00:00:00,1.723,0
2021-11-08 00:00:00,1.998,10.9
2021-11-09 00:00:00,1.074,2.6
2021-11-10 00:00:00,1.262,0
2021-11-11 00:00:00,1.591,0
2021-11-12 00:00:00,1.623,0
2021-11-13 00:00:00,1.726,0
2021-11-14 00:00:00,1.503,0
2021-11-15 00:00:00,0.927,0
2021-11-16 00:00:00,0.632,0
2021-11-17 00:00:00,0.421,0
2021-11-18 00:00:00,0.318,0
2021-11-19 00:00:00,0.373,0
2021-11-20 00:00:00,0.361,0
2021-11-21 00:00:00,0.656,0
2021-11-22 00:00:00,0.593,0
2021-11-23 00:00:00,0.514,0
2021-11-24 00:00:00,0.549,0
2021-11-25 00:00:00,0.499,0
2021-11-26 00:00:00,0.501,0
2021-11-27 00:00:00,0.606,0
2021-11-28 00:00:00,0.523,0
2021-11-29 00:00:00,0.702,0
2021-11-30 00:00:00,0.705,0
2021-12-01 00:00:00,0.77,0
2021-12-02 00:00:00,0.452,0
2021-12-03 00:00:00,0.287,0
2021-12-04 00:00:00,0.352,0
2021-12-05 00:00:00,0.703,0
2021-12-06 00:00:00,0.542,1.1
2021-12-07 00:00:00,0.307,0
2021-12-08 00:00:00,0.306,6.4
2021-12-09 00:00:00,0.211,1.7
2021-12-10 00:00:00,0.463,0
2021-12-11 00:00:00,0.564,0
2021-12-12 00:00:00,0.243,11.7
2021-12-13 00:00:00,0.075,47.8
2021-12-14 00:00:00,0.173,2
2021-12-15 00:00:00,0.222,14.2
2021-12-16 00:00:00,0.173,0.7
2021-12-17 00:00:00,0.285,0
2021-12-18 00:00:00,0.275,0
2021-12-19 00:00:00,0.314,0
2021-12-20 00:00:00,0.197,0
2021-12-21 00:00:00,0.361,7.8
2021-12-22 00:00:00,0.329,12.7
2021-12-23 00:00:00,0.27,32.7
2021-12-24 00:00:00,0.107,3.6
2021-12-25 00:00:00,0.079,22.8
2021-12-26 00:00:00,0.155,10.9
2021-12-27 00:00:00,0.076,12.7
2021-12-28 00:00:00,0.151,1.8
2021-12-29 00:00:00,0.124,7.3
2021-12-30 00:00:00,0.195,0
2021-12-31 00:00:00,0.168,0
2022-01-01 00:00:00,0.301,1.167
2022-01-02 00:00:00,0.319,1.256
2022-01-03 00:00:00,0.246,0.987
2022-01-04 00:00:00,0.198,0.808
2022-01-05 00:00:00,0.26,1.077
2022-01-06 00:00:00,0.276,1.167
2022-01-07 00:00:00,0.167,0.718
2022-01-08 00:00:00,0.287,1.256
2022-01-09 00:00:00,0.402,1.795
2022-01-10 00:00:00,0.493,2.244
2022-01-11 00:00:00,0.542,2.513
2022-01-12 00:00:00,0.468,2.154
2022-01-13 00:00:00,0.432,1.974
2022-01-14 00:00:00,0.455,2.064
2022-01-15 00:00:00,0.518,2.333
2022-01-16 00:00:00,0.381,1.705
2022-01-17 00:00:00,0.303,1.346
2022-01-18 00:00:00,0.346,1.526
2022-01-19 00:00:00,0.348,1.526
2022-01-20 00:00:00,0.497,2.154
2022-01-21 00:00:00,0.671,2.872
2022-01-22 00:00:00,0.699,2.961
2022-01-23 00:00:00,0.492,2.064
2022-01-24 00:00:00,0.433,1.795
2022-01-25 00:00:00,0.459,1.885
2022-01-26 00:00:00,0.486,1.974
2022-01-27 00:00:00,0.536,2.154
2022-01-28 00:00:00,0.651,2.603
2022-01-29 00:00:00,0.496,1.974
2022-01-30 00:00:00,0.567,2.244
2022-01-31 00:00:00,0.524,2.064
2022-02-01 00:00:00,0.567,2.221
2022-02-02 00:00:00,0.776,3.021
2022-02-03 00:00:00,0.55,2.132
2022-02-04 00:00:00,0.507,1.955
2022-02-05 00:00:00,0.605,2.31
2022-02-06 00:00:00,0.752,2.843
2022-02-07 00:00:00,0.736,2.754
2022-02-08 00:00:00,0.862,3.199
2022-02-09 00:00:00,1.04,3.82
2022-02-10 00:00:00,0.928,3.376
2022-02-11 00:00:00,0.936,3.376
2022-02-12 00:00:00,0.87,3.11
2022-02-13 00:00:00,0.828,2.932
2022-02-14 00:00:00,0.633,2.221
2022-02-15 00:00:00,0.511,1.777
2022-02-16 00:00:00,0.877,3.021
2022-02-17 00:00:00,0.806,2.754
2022-02-18 00:00:00,0.735,2.488
