DateTime,Ensemble ET,Precip (gridMET)
2022-02-19 00:00:00,0.847,2.843
2022-02-20 00:00:00,0.694,2.31
2022-02-21 00:00:00,0.431,1.422
2022-02-22 00:00:00,0.299,0.977
2022-02-23 00:00:00,0.548,1.777
2022-02-24 00:00:00,0.607,1.955
2022-02-25 00:00:00,0.64,2.044
2022-02-26 00:00:00,0.617,1.955
2022-02-27 00:00:00,0,0
2022-02-28 00:00:00,1.055,3.287
2022-03-01 00:00:00,1.109,3.459
2022-03-02 00:00:00,0.992,3.095
2022-03-03 00:00:00,0.525,1.638
2022-03-04 00:00:00,0.349,1.092
2022-03-05 00:00:00,0.582,1.82
2022-03-06 00:00:00,0.785,2.458
2022-03-07 00:00:00,1.017,3.186
2022-03-08 00:00:00,1.248,3.914
2022-03-09 00:00:00,0.967,3.004
2022-03-10 00:00:00,1.065,3.277
2022-03-11 00:00:00,0.985,3.004
2022-03-12 00:00:00,1.024,3.095
2022-03-13 00:00:00,0.821,2.458
2022-03-14 00:00:00,1.012,3.004
2022-03-15 00:00:00,0.557,1.638
2022-03-16 00:00:00,1.061,3.095
2022-03-17 00:00:00,1.133,3.277
2022-03-18 00:00:00,1.079,3.095
2022-03-19 00:00:00,0.448,1.274
2022-03-20 00:00:00,1.162,3.277
2022-03-21 00:00:00,1.433,4.005
2022-03-22 00:00:00,1.609,4.46
2022-03-23 00:00:00,1.39,3.823
2022-03-24 00:00:00,1.435,3.914
2022-03-25 00:00:00,1.498,3.914
2022-03-26 00:00:00,1.415,3.55
2022-03-27 00:00:00,0.981,2.367
2022-03-28 00:00:00,0.863,2.002
2022-03-29 00:00:00,1.22,2.731
2022-03-30 00:00:00,1.179,2.549
2022-03-31 00:00:00,1.482,3.095
2022-04-01 00:00:00,1.899,3.838
2022-04-02 00:00:00,1.881,3.928
2022-04-03 00:00:00,1.983,4.285
2022-04-04 00:00:00,1.357,3.035
2022-04-05 00:00:00,1.501,3.481
2022-04-06 00:00:00,2.334,5.624
2022-04-07 00:00:00,2.138,5.356
2022-04-08 00:00:00,2.018,5.267
2022-04-09 00:00:00,1.639,4.463
2022-04-10 00:00:00,1.724,4.195
2022-04-11 00:00:00,0.527,1.16
2022-04-12 00:00:00,1.378,2.767
2022-04-13 00:00:00,1.256,2.321
2022-04-14 00:00:00,0.731,1.25
2022-04-15 00:00:00,1.514,2.41
2022-04-16 00:00:00,1.499,2.232
2022-04-17 00:00:00,2.618,3.66
2022-04-18 00:00:00,2.381,3.392
2022-04-19 00:00:00,1.414,2.053
2022-04-20 00:00:00,1.628,2.41
2022-04-21 00:00:00,0.946,1.428
2022-04-22 00:00:00,1.564,2.41
2022-04-23 00:00:00,2.384,3.749
2022-04-24 00:00:00,2.779,4.463
2022-04-25 00:00:00,2.611,4.285
2022-04-26 00:00:00,1.792,3.035
2022-04-27 00:00:00,2.194,3.838
2022-04-28 00:00:00,1.579,2.856
2022-04-29 00:00:00,2.288,4.285
2022-04-30 00:00:00,1.748,3.392
2022-05-01 00:00:00,1.932,3.892
2022-05-02 00:00:00,1.479,3.096
2022-05-03 00:00:00,2.435,5.308
2022-05-04 00:00:00,2.463,5.219
2022-05-05 00:00:00,1.974,4.069
2022-05-06 00:00:00,1.499,3.008
2022-05-07 00:00:00,1.403,2.742
2022-05-08 00:00:00,1.207,2.3
2022-05-09 00:00:00,1.286,2.389
2022-05-10 00:00:00,1.512,2.742
2022-05-11 00:00:00,1.948,3.45
2022-05-12 00:00:00,1.99,3.627
2022-05-13 00:00:00,2.545,4.777
2022-05-14 00:00:00,2.788,5.396
2022-05-15 00:00:00,2.17,4.335
2022-05-16 00:00:00,1.8,3.716
2022-05-17 00:00:00,2.363,5.043
2022-05-18 00:00:00,3.083,6.812
2022-05-19 00:00:00,2.394,5.485
2022-05-20 00:00:00,2.427,5.662
2022-05-21 00:00:00,2.495,5.927
2022-05-22 00:00:00,2.448,5.927
2022-05-23 00:00:00,2.545,6.281
2022-05-24 00:00:00,2.848,7.166
2022-05-25 00:00:00,2.171,5.573
2022-05-26 00:00:00,1.655,4.335
2022-05-27 00:00:00,1.522,4.069
2022-05-28 00:00:00,0.874,2.389
2022-05-29 00:00:00,1.616,4.512
2022-05-30 00:00:00,1.767,5.043
2022-05-31 00:00:00,2.091,6.104
2022-06-01 00:00:00,2.419,7.225
2022-06-02 00:00:00,1.517,4.638
2022-06-03 00:00:00,1.366,4.281
2022-06-04 00:00:00,0.972,3.122
2022-06-05 00:00:00,0.758,2.497
2022-06-06 00:00:00,1.556,5.262
2022-06-07 00:00:00,1.849,6.422
2022-06-08 00:00:00,1.474,5.262
2022-06-09 00:00:00,1.894,6.957
2022-06-10 00:00:00,2.099,7.938
2022-06-11 00:00:00,1.831,7.136
2022-06-12 00:00:00,0.754,3.033
2022-06-13 00:00:00,1.332,5.53
2022-06-14 00:00:00,1.643,7.046
2022-06-15 00:00:00,1.628,7.225
2022-06-16 00:00:00,1.106,5.084
2022-06-17 00:00:00,0.86,4.103
2022-06-18 00:00:00,0.882,4.371
2022-06-19 00:00:00,1.159,5.976
2022-06-20 00:00:00,1.229,6.6
2022-06-21 00:00:00,1.504,8.117
2022-06-22 00:00:00,1.284,6.957
2022-06-23 00:00:00,1.311,7.136
2022-06-24 00:00:00,1.386,7.581
2022-06-25 00:00:00,1.347,7.403
2022-06-26 00:00:00,1.341,7.403
2022-06-27 00:00:00,1.463,8.117
2022-06-28 00:00:00,1.409,7.849
2022-06-29 00:00:00,1.244,6.244
2022-06-30 00:00:00,1.173,5.352
2022-07-01 00:00:00,1.4,5.858
2022-07-02 00:00:00,1.204,4.652
2022-07-03 00:00:00,1.128,4.049
2022-07-04 00:00:00,1.388,4.652
2022-07-05 00:00:00,1.288,4.049
2022-07-06 00:00:00,1.456,4.307
2022-07-07 00:00:00,1.665,5.168
2022-07-08 00:00:00,1.847,6.03
2022-07-09 00:00:00,1.601,5.513
2022-07-10 00:00:00,1.915,6.977
2022-07-11 00:00:00,1.96,7.58
2022-07-12 00:00:00,1.526,6.288
2022-07-13 00:00:00,1.27,5.599
2022-07-14 00:00:00,1.381,6.547
2022-07-15 00:00:00,1.354,6.633
2022-07-16 00:00:00,1.582,8.011
2022-07-17 00:00:00,1.479,7.753
2022-07-18 00:00:00,1.364,7.408
2022-07-19 00:00:00,1.299,7.322
2022-07-20 00:00:00,1.265,7.408
2022-07-21 00:00:00,1.286,7.839
2022-07-22 00:00:00,1.166,7.408
2022-07-23 00:00:00,1.165,7.063
2022-07-24 00:00:00,1.218,7.063
2022-07-25 00:00:00,1.116,6.202
2022-07-26 00:00:00,1.179,6.288
2022-07-27 00:00:00,1.293,6.633
2022-07-28 00:00:00,1.413,6.977
2022-07-29 00:00:00,1.14,5.427
2022-07-30 00:00:00,0.806,3.704
2022-07-31 00:00:00,1.008,4.479
2022-08-01 00:00:00,1.033,4.439
2022-08-02 00:00:00,1.369,5.696
2022-08-03 00:00:00,1.579,6.366
2022-08-04 00:00:00,1.499,5.863
2022-08-05 00:00:00,1.257,4.774
2022-08-06 00:00:00,1.225,4.523
2022-08-07 00:00:00,1.446,5.193
2022-08-08 00:00:00,1.399,5.361
2022-08-09 00:00:00,1.203,4.942
2022-08-10 00:00:00,1.135,5.026
2022-08-11 00:00:00,1.151,5.528
2022-08-12 00:00:00,1.118,5.863
2022-08-13 00:00:00,1.102,6.366
2022-08-14 00:00:00,1.121,7.204
2022-08-15 00:00:00,0.948,6.869
2022-08-16 00:00:00,0.973,7.036
2022-08-17 00:00:00,0.893,6.45
2022-08-18 00:00:00,0.941,6.785
2022-08-19 00:00:00,0.943,6.785
2022-08-20 00:00:00,0.944,6.785
2022-08-21 00:00:00,0.806,5.78
2022-08-22 00:00:00,0.854,6.115
2022-08-23 00:00:00,0.914,6.533
2022-08-24 00:00:00,0.82,6.115
2022-08-25 00:00:00,0.732,5.696
2022-08-26 00:00:00,0.699,5.696
2022-08-27 00:00:00,0.617,5.277
2022-08-28 00:00:00,0.559,5.026
2022-08-29 00:00:00,0.531,5.026
2022-08-30 00:00:00,0.552,5.528
2022-08-31 00:00:00,0.584,6.198
2022-09-01 00:00:00,0.597,6.645
2022-09-02 00:00:00,0.561,6.56
2022-09-03 00:00:00,0.553,6.813
2022-09-04 00:00:00,0.568,7.402
2022-09-05 00:00:00,0.579,7.99
2022-09-06 00:00:00,0.498,7.317
2022-09-07 00:00:00,0.44,6.897
2022-09-08 00:00:00,0.47,7.906
2022-09-09 00:00:00,0.499,6.56
2022-09-10 00:00:00,0.421,4.542
2022-09-11 00:00:00,0.46,4.205
2022-09-12 00:00:00,0.562,4.458
2022-09-13 00:00:00,0.48,3.364
2022-09-14 00:00:00,0.482,3.028
2022-09-15 00:00:00,0.473,2.691
2022-09-16 00:00:00,0.68,3.533
2022-09-17 00:00:00,0.59,3.112
2022-09-18 00:00:00,0.33,1.766
2022-09-19 00:00:00,0.371,2.019
2022-09-20 00:00:00,0.427,2.355
2022-09-21 00:00:00,0.465,2.607
2022-09-22 00:00:00,0.634,3.617
2022-09-23 00:00:00,0.711,4.121
2022-09-24 00:00:00,0.742,4.374
2022-09-25 00:00:00,0.628,3.617
2022-09-26 00:00:00,0.702,3.953
2022-09-27 00:00:00,0.779,4.29
2022-09-28 00:00:00,0.749,4.037
2022-09-29 00:00:00,0.766,4.037
2022-09-30 00:00:00,0.782,4.037
2022-10-01 00:00:00,0.732,3.704
2022-10-02 00:00:00,0.66,3.273
2022-10-03 00:00:00,0.67,3.704
2022-10-04 00:00:00,0.703,4.393
2022-10-05 00:00:00,0.683,4.91
2022-10-06 00:00:00,0.642,5.427
2022-10-07 00:00:00,0.453,4.652
2022-10-08 00:00:00,0.363,4.738
2022-10-09 00:00:00,0.269,4.824
2022-10-10 00:00:00,0.159,4.565
2022-10-11 00:00:00,0.131,3.359
2022-10-12 00:00:00,0.168,3.876
2022-10-13 00:00:00,0.167,3.532
2022-10-14 00:00:00,0.222,4.307
2022-10-15 00:00:00,0.149,2.67
2022-10-16 00:00:00,0.144,2.412
2022-10-17 00:00:00,0.171,2.67
2022-10-18 00:00:00,0.223,3.273
2022-10-19 00:00:00,0.305,4.221
2022-10-20 00:00:00,0.257,3.359
2022-10-21 00:00:00,0.278,3.446
2022-10-22 00:00:00,0.146,1.723
2022-10-23 00:00:00,0.284,3.187
2022-10-24 00:00:00,0.281,3.015
2022-10-25 00:00:00,0.235,2.412
2022-10-26 00:00:00,0.28,2.757
2022-10-27 00:00:00,0.301,2.412
2022-10-28 00:00:00,0.345,2.326
2022-10-29 00:00:00,0.547,3.187
2022-10-30 00:00:00,0.588,3.015
2022-10-31 00:00:00,0.508,2.326
2022-11-01 00:00:00,0.189,0.781
2022-11-02 00:00:00,0.23,0.867
2022-11-03 00:00:00,0.476,1.648
2022-11-04 00:00:00,0.507,1.822
2022-11-05 00:00:00,0.255,0.954
2022-11-06 00:00:00,0.245,0.954
2022-11-07 00:00:00,0.278,1.128
2022-11-08 00:00:00,0.102,0.434
2022-11-09 00:00:00,0.234,1.041
2022-11-10 00:00:00,0.297,1.388
2022-11-11 00:00:00,0.3,1.475
2022-11-12 00:00:00,0.209,1.128
2022-11-13 00:00:00,0.262,1.561
2022-11-14 00:00:00,0.195,1.301
2022-11-15 00:00:00,0.275,2.082
2022-11-16 00:00:00,0.268,2.342
2022-11-17 00:00:00,0.234,2.429
2022-11-18 00:00:00,0.164,2.082
2022-11-19 00:00:00,0.137,2.255
2022-11-20 00:00:00,0.165,2.169
2022-11-21 00:00:00,0.205,2.255
2022-11-22 00:00:00,0.258,2.429
2022-11-23 00:00:00,0.263,2.169
2022-11-24 00:00:00,0.355,2.602
2022-11-25 00:00:00,0.342,2.255
2022-11-26 00:00:00,0.362,2.169
2022-11-27 00:00:00,0.3,1.648
2022-11-28 00:00:00,0.291,1.475
2022-11-29 00:00:00,0.313,1.475
2022-11-30 00:00:00,0.276,1.214
2022-12-01 00:00:00,0.067,0.274
2022-12-02 00:00:00,0.236,0.913
2022-12-03 00:00:00,0.2,0.731
2022-12-04 00:00:00,0.211,0.731
2022-12-05 00:00:00,0.222,0.731
2022-12-06 00:00:00,0.175,0.548
2022-12-07 00:00:00,0.244,0.731
2022-12-08 00:00:00,0.287,0.822
2022-12-09 00:00:00,0.333,0.913
2022-12-10 00:00:00,0.173,0.457
2022-12-11 00:00:00,0.18,0.457
2022-12-12 00:00:00,0.224,0.548
2022-12-13 00:00:00,0.31,0.731
2022-12-14 00:00:00,0.352,0.913
2022-12-15 00:00:00,0.443,1.279
2022-12-16 00:00:00,0.421,1.37
2022-12-17 00:00:00,0.318,1.188
2022-12-18 00:00:00,0.271,1.188
2022-12-19 00:00:00,0.19,1.005
2022-12-20 00:00:00,0.137,0.913
2022-12-21 00:00:00,0.142,1.279
2022-12-22 00:00:00,0.095,0.822
2022-12-23 00:00:00,0.088,0.731
2022-12-24 00:00:00,0.16,1.279
2022-12-25 00:00:00,0.249,1.918
2022-12-26 00:00:00,0.221,1.644
2022-12-27 00:00:00,0.038,0.274
