"Time","BORR Arbor Relay Air RelativeHumidity rhmax %","BORR Arbor Relay Air RelativeHumidity rhmin %","BORR Arbor Relay Air Speed wsmsuwvt m/s","BORR Arbor Relay Air Temperature airtcavg degC","BORR Arbor Relay Air Temperature winddirsduwvt °","BORR Arbor Relay Rainfall mm","BORR Arbor Relay Solar Radiation Average W/m^2"
"2021-10-03 01:10:00",32.7,31.8,0.686,21.9,6.821,0,0
"2021-10-03 01:20:00",32.5,31.1,0.635,22.01,11.7,0,0
"2021-10-03 01:30:00",31.6,30.4,0.657,21.98,11.21,0,0
"2021-10-03 01:40:00",31.7,30.5,0.961,21.81,6.379,0,0
"2021-10-03 01:50:00",31,28,1.309,21.86,13.03,0,0
"2021-10-03 02:00:00",28,25.9,1.207,22.16,10.73,0,0
"2021-10-03 02:10:00",26.2,23.7,1.283,22.26,8.71,0,0
"2021-10-03 02:20:00",25.7,23.6,1.076,22.45,7.957,0,0
"2021-10-03 02:30:00",26.2,23.6,0.917,22.18,10.73,0,0
"2021-10-03 02:40:00",26.9,25.4,1.224,22.03,6.571,0,0
"2021-10-03 02:50:00",26.9,25.2,1.392,22.08,5.781,0,0
"2021-10-03 03:00:00",26,24.9,1.385,21.93,8.47,0,0
"2021-10-03 03:10:00",25.4,24.6,1.321,22.31,9.48,0,0
"2021-10-03 03:20:00",25.3,24.7,1.551,22.48,9.14,0,0
"2021-10-03 03:30:00",25.3,24.6,1.554,22.52,7.948,0,0
"2021-10-03 03:40:00",25.3,24.5,1.404,22.51,8.55,0,0
"2021-10-03 03:50:00",25.8,24.9,1.181,22.22,5.206,0,0
"2021-10-03 04:00:00",25.5,24,1.094,22.29,8.3,0,0
"2021-10-03 04:10:00",25,23.8,0.942,22.3,11.55,0,0
"2021-10-03 04:20:00",25.7,24.3,1.247,22.28,5.866,0,0
"2021-10-03 04:30:00",26.5,25,1.192,21.83,7.247,0,0
"2021-10-03 04:40:00",26,24.1,0.964,22.12,10.34,0,0
"2021-10-03 04:50:00",25.3,23.8,0.98,22.28,11.79,0,0
"2021-10-03 05:00:00",24.7,23.8,0.916,22.35,9.12,0,0
"2021-10-03 05:10:00",25.1,24,0.884,22.16,10.29,0,0
"2021-10-03 05:20:00",25.2,24.6,0.696,22.03,9.88,0,0
"2021-10-03 05:30:00",25.2,24.5,1.026,22.05,10.01,0,0
"2021-10-03 05:40:00",25.5,24.7,0.932,21.98,9.66,0,0
"2021-10-03 05:50:00",25.4,24.8,1.016,22.06,7.495,0,0
"2021-10-03 06:00:00",25.4,24.8,0.917,22.08,8.54,0,0
"2021-10-03 06:10:00",25.5,24.9,0.969,22,7.194,0,2
"2021-10-03 06:20:00",25.5,24.6,1.189,22.18,7.62,0,4
"2021-10-03 06:30:00",25.5,24.7,1.098,22.24,10.94,0,7
"2021-10-03 06:40:00",25.5,24.6,0.846,22.14,13.51,0,10
"2021-10-03 06:50:00",25.4,24.5,0.697,22.23,13.48,0,13
"2021-10-03 07:00:00",25.4,24.6,0.798,22.42,11.11,0,15
"2021-10-03 07:10:00",25.5,24.9,0.611,22.46,13.53,0,17
"2021-10-03 07:20:00",26,24.8,0.479,22.54,17.23,0,19
"2021-10-03 07:30:00",25.6,24.8,0.399,22.64,16.26,0,21
"2021-10-03 07:40:00",26.6,24.8,0.249,22.63,18.98,0,44
"2021-10-03 07:50:00",26.2,24.2,0.112,23.13,60.78,0,125
"2021-10-03 08:00:00",26.2,24.2,0.233,23.45,44.32,0,246
"2021-10-03 08:10:00",25.5,23.7,0.787,24.24,10.28,0,258
"2021-10-03 08:20:00",24.1,22.5,1.399,25.02,10.79,0,76
"2021-10-03 08:30:00",22.7,21.8,1.771,25.26,9.34,0,60
"2021-10-03 08:40:00",22.3,21.1,1.739,25.37,6.757,0,55
"2021-10-03 08:50:00",22,20.7,1.75,25.44,8.04,0,96
"2021-10-03 09:00:00",22.7,21.1,1.624,25.36,10.18,0,319
"2021-10-03 09:10:00",22.5,20.7,1.754,25.91,9.2,0,66
"2021-10-03 09:20:00",21.4,19.9,1.946,26.19,13.48,0,48
"2021-10-03 09:30:00",21,19.2,1.955,26.44,12.74,0,65
"2021-10-03 09:40:00",21.2,18.6,2.143,26.62,17.49,0,66
"2021-10-03 09:50:00",21.7,19.9,2.923,26.44,15.23,0,57
"2021-10-03 10:00:00",21.4,19.5,2.707,26.52,15.04,0,78
"2021-10-03 10:10:00",20.8,18.8,2.842,26.64,18.26,0,62
"2021-10-03 10:20:00",21,18.6,3.022,26.74,15.25,0,87
"2021-10-03 10:30:00",20.8,17.9,2.663,26.79,11.5,0,64
"2021-10-03 10:40:00",21.1,18.8,2.917,26.91,17.38,0,74
"2021-10-03 10:50:00",21.4,18.3,2.868,27.07,20.58,0,64
"2021-10-03 11:00:00",21,18.4,3.071,27.21,17.19,0,79
"2021-10-03 11:10:00",21.2,18.4,3.292,27.12,18.03,0,75
"2021-10-03 11:20:00",21.3,19.3,3.009,27.2,15.66,0,89
"2021-10-03 11:30:00",21.5,18.9,3.324,27.26,16.62,0,95
"2021-10-03 11:40:00",21.4,18.9,2.844,27.39,17.35,0,134
"2021-10-03 11:50:00",21.7,18.5,3.151,27.48,17.18,0,389
"2021-10-03 12:00:00",21.7,19.2,3.173,27.13,16.77,0,679
"2021-10-03 12:10:00",21.2,18.2,3.074,27.47,22.08,0,684
