DateTime,ET_SSEBop,ET_SIMS,ET_PT_JPL,ET_DisALEXI,ET_geeSEBAL,P_gridMET,ET_Ref_ETo,NDVI
8/2/2021 0:00:00,2.12,0.75,1.67,0.86,0.18,0.00,5.36,0.36
8/3/2021 0:00:00,2.79,0.97,2.14,1.13,0.20,0.00,6.79,0.36
8/4/2021 0:00:00,2.58,0.88,1.93,1.05,0.16,0.00,6.03,0.37
8/5/2021 0:00:00,2.16,0.77,1.61,0.88,0.12,0.00,5.03,0.37
8/6/2021 0:00:00,2.78,1.04,2.07,1.13,0.13,0.00,6.45,0.37
8/7/2021 0:00:00,2.68,1.05,2.00,1.08,0.11,0.00,6.20,0.37
8/8/2021 0:00:00,2.65,1.08,1.97,1.07,0.09,0.00,6.12,0.38
8/9/2021 0:00:00,2.59,1.09,1.92,1.04,0.07,0.00,5.95,0.38
8/10/2021 0:00:00,2.74,1.20,2.03,1.10,0.05,0.00,6.28,0.38
8/11/2021 0:00:00,2.75,1.25,2.03,1.10,0.03,0.00,6.28,0.38
8/12/2021 0:00:00,2.94,1.39,2.17,1.18,0.01,0.00,6.70,0.39
8/13/2021 0:00:00,2.36,0.82,1.79,1.39,0.03,0.00,6.37,0.34
8/14/2021 0:00:00,2.49,0.90,1.90,1.42,0.07,0.00,6.70,0.35
8/15/2021 0:00:00,2.63,0.97,2.01,1.44,0.11,0.00,7.04,0.35
8/16/2021 0:00:00,2.51,0.96,1.92,1.33,0.14,0.00,6.70,0.35
8/17/2021 0:00:00,1.99,0.78,1.53,1.01,0.14,0.00,5.28,0.35
8/18/2021 0:00:00,1.84,0.74,1.42,0.90,0.16,0.00,4.86,0.36
8/19/2021 0:00:00,1.94,0.81,1.50,0.91,0.19,0.00,5.11,0.36
8/20/2021 0:00:00,1.79,0.76,1.39,0.81,0.20,0.00,4.69,0.36
8/21/2021 0:00:00,1.57,0.69,1.22,0.68,0.20,0.00,4.10,0.36
8/22/2021 0:00:00,1.71,0.77,1.33,0.71,0.24,0.00,4.44,0.37
8/23/2021 0:00:00,1.81,0.83,1.42,0.71,0.28,0.00,4.69,0.37
8/24/2021 0:00:00,1.82,0.85,1.43,0.68,0.31,0.00,4.69,0.37
8/25/2021 0:00:00,1.80,0.86,1.41,0.64,0.33,0.00,4.61,0.37
8/26/2021 0:00:00,2.33,1.14,1.83,0.79,0.45,0.00,5.95,0.38
8/27/2021 0:00:00,2.70,1.35,2.13,0.86,0.56,0.00,6.87,0.38
8/28/2021 0:00:00,2.58,1.32,2.04,0.78,0.57,0.00,6.53,0.38
8/29/2021 0:00:00,2.57,1.06,1.49,0.46,0.03,0.00,6.53,0.35
8/30/2021 0:00:00,2.49,1.05,1.50,0.48,0.20,0.00,6.45,0.35
8/31/2021 0:00:00,2.26,0.97,1.40,0.48,0.35,0.00,5.95,0.35
9/1/2021 0:00:00,1.61,0.71,1.02,0.36,0.36,0.00,4.29,0.35
9/2/2021 0:00:00,1.49,0.67,0.98,0.36,0.45,0.00,4.04,0.35
9/3/2021 0:00:00,1.86,0.85,1.26,0.48,0.71,0.00,5.13,0.35
9/4/2021 0:00:00,1.83,0.86,1.27,0.51,0.85,0.00,5.13,0.36
9/5/2021 0:00:00,2.12,1.02,1.52,0.63,1.16,0.00,6.06,0.36
9/6/2021 0:00:00,2.37,1.13,1.70,0.70,1.12,0.00,6.56,0.36
9/7/2021 0:00:00,2.91,1.38,2.09,0.85,1.18,0.00,7.82,0.37
9/8/2021 0:00:00,2.67,1.25,1.91,0.77,0.90,0.00,6.98,0.37
9/9/2021 0:00:00,2.39,1.11,1.70,0.68,0.66,0.00,6.06,0.38
9/10/2021 0:00:00,1.81,0.83,1.29,0.51,0.39,0.00,4.46,0.38
9/11/2021 0:00:00,2.03,0.93,1.45,0.57,0.33,0.00,4.88,0.39
9/12/2021 0:00:00,2.37,1.08,1.69,0.66,0.26,0.00,5.55,0.39
9/13/2021 0:00:00,2.58,1.17,1.83,0.71,0.15,0.00,5.89,0.40
9/14/2021 0:00:00,2.20,0.82,1.55,0.61,0.47,0.00,5.38,0.38
9/15/2021 0:00:00,2.07,0.81,1.49,0.60,0.40,0.00,5.13,0.38
9/16/2021 0:00:00,1.61,0.66,1.18,0.49,0.27,0.00,4.04,0.37
9/17/2021 0:00:00,1.55,0.66,1.16,0.50,0.22,0.00,3.95,0.37
9/18/2021 0:00:00,1.14,0.51,0.87,0.39,0.14,0.00,2.94,0.37
9/19/2021 0:00:00,1.19,0.55,0.93,0.42,0.11,0.00,3.11,0.37
9/20/2021 0:00:00,1.91,0.91,1.51,0.71,0.13,0.00,5.05,0.36
9/21/2021 0:00:00,1.82,0.91,1.47,0.70,0.08,0.00,4.88,0.36
9/22/2021 0:00:00,1.89,0.95,1.50,0.65,0.08,0.00,4.88,0.37
9/23/2021 0:00:00,1.95,1.00,1.54,0.59,0.08,0.00,4.88,0.38
9/24/2021 0:00:00,1.95,1.01,1.53,0.52,0.08,0.00,4.71,0.38
9/25/2021 0:00:00,1.69,0.89,1.31,0.39,0.06,0.00,3.95,0.39
9/26/2021 0:00:00,1.48,0.79,1.14,0.29,0.05,0.00,3.36,0.40
9/27/2021 0:00:00,0.99,0.53,0.76,0.17,0.03,0.00,2.19,0.41
9/28/2021 0:00:00,1.69,0.91,1.28,0.23,0.06,0.00,3.62,0.42
9/29/2021 0:00:00,2.06,1.12,1.56,0.23,0.07,0.00,4.29,0.42
9/30/2021 0:00:00,2.00,0.74,1.30,0.28,0.27,0.00,4.63,0.37
10/1/2021 0:00:00,1.91,0.72,1.26,0.27,0.25,0.00,4.39,0.38
10/2/2021 0:00:00,1.73,0.67,1.16,0.25,0.21,0.00,3.96,0.38
10/3/2021 0:00:00,1.77,0.70,1.20,0.26,0.20,0.00,4.05,0.38
10/4/2021 0:00:00,2.05,0.83,1.40,0.31,0.21,0.00,4.65,0.39
10/5/2021 0:00:00,1.64,0.68,1.14,0.25,0.16,0.00,3.70,0.39
10/6/2021 0:00:00,1.23,0.52,0.86,0.19,0.11,0.00,2.76,0.39
10/7/2021 0:00:00,1.46,0.63,1.04,0.23,0.12,0.00,3.27,0.39
10/8/2021 0:00:00,1.36,0.59,0.97,0.22,0.10,0.00,3.02,0.40
10/9/2021 0:00:00,1.32,0.59,0.96,0.22,0.08,0.00,2.93,0.40
10/10/2021 0:00:00,1.60,0.72,1.17,0.27,0.09,0.00,3.53,0.40
10/11/2021 0:00:00,2.28,1.05,1.69,0.38,0.11,0.00,5.00,0.41
10/12/2021 0:00:00,2.25,1.05,1.68,0.38,0.09,0.00,4.91,0.41
10/13/2021 0:00:00,1.47,0.70,1.11,0.25,0.05,0.00,3.19,0.41
10/14/2021 0:00:00,1.68,0.81,1.28,0.29,0.04,0.00,3.62,0.41
10/15/2021 0:00:00,1.68,0.82,1.29,0.30,0.03,0.00,3.62,0.42
10/16/2021 0:00:00,1.77,0.66,1.04,0.43,0.00,0.00,4.22,0.36
10/17/2021 0:00:00,1.09,0.42,0.88,0.50,0.40,0.40,2.67,0.35
10/18/2021 0:00:00,0.82,0.32,0.85,0.56,0.61,0.30,2.07,0.34
10/19/2021 0:00:00,1.04,0.41,1.32,0.95,1.19,0.00,2.67,0.33
10/20/2021 0:00:00,0.82,0.32,1.24,0.95,1.28,7.00,2.15,0.32
10/21/2021 0:00:00,0.67,0.27,1.19,0.95,1.34,2.00,1.81,0.31
10/22/2021 0:00:00,0.37,0.15,0.77,0.63,0.92,2.40,1.03,0.30
10/23/2021 0:00:00,0.45,0.19,1.07,0.89,1.34,1.60,1.29,0.29
10/24/2021 0:00:00,0.10,0.05,0.23,0.20,0.29,98.00,0.26,0.31
10/25/2021 0:00:00,0.40,0.26,1.01,0.89,1.24,11.30,1.03,0.32
10/26/2021 0:00:00,0.53,0.39,1.36,1.22,1.66,0.00,1.29,0.34
10/27/2021 0:00:00,1.04,0.86,2.72,2.48,3.29,0.00,2.41,0.35
10/28/2021 0:00:00,0.31,0.28,0.83,0.77,0.97,0.00,0.69,0.37
10/29/2021 0:00:00,0.33,0.32,0.88,0.83,0.97,0.00,0.69,0.38
10/30/2021 0:00:00,0.30,0.31,0.82,0.77,0.84,0.00,0.60,0.40
10/31/2021 0:00:00,0.66,0.73,1.85,1.77,2.19,0.00,1.29,0.41
11/1/2021 0:00:00,0.46,0.50,1.21,1.12,1.21,6.40,0.87,0.42
11/2/2021 0:00:00,0.60,0.65,1.56,1.38,1.58,0.00,1.13,0.43
11/3/2021 0:00:00,0.95,1.02,2.35,1.99,2.42,2.80,1.74,0.44
11/4/2021 0:00:00,0.68,0.72,1.62,1.30,1.58,0.00,1.21,0.45
11/5/2021 0:00:00,1.08,1.15,2.49,1.91,2.29,0.00,1.91,0.46
11/6/2021 0:00:00,0.90,0.95,2.00,1.45,1.72,0.00,1.56,0.47
11/7/2021 0:00:00,1.07,1.13,2.29,1.55,1.83,0.00,1.82,0.48
11/8/2021 0:00:00,1.35,1.41,2.78,1.76,2.04,10.90,2.26,0.48
11/9/2021 0:00:00,0.80,0.83,1.57,0.92,1.05,2.60,1.30,0.49
11/10/2021 0:00:00,1.03,1.06,1.95,1.04,1.17,0.00,1.65,0.50
11/11/2021 0:00:00,1.43,1.47,2.61,1.26,1.38,0.00,2.26,0.51
11/12/2021 0:00:00,1.62,1.65,2.84,1.22,1.29,0.00,2.52,0.52
11/13/2021 0:00:00,1.93,1.96,3.26,1.22,1.22,0.00,2.95,0.53
11/14/2021 0:00:00,1.91,1.93,3.09,0.97,0.91,0.00,2.86,0.54
11/15/2021 0:00:00,1.35,1.36,2.10,0.53,0.44,0.00,2.00,0.55
11/16/2021 0:00:00,1.07,1.08,1.61,0.30,0.19,0.00,1.56,0.56
11/17/2021 0:00:00,0.92,1.11,1.21,0.47,0.09,0.00,1.56,0.54
11/18/2021 0:00:00,0.75,0.87,0.86,0.35,0.06,0.00,1.21,0.54
11/19/2021 0:00:00,0.95,1.06,0.95,0.40,0.06,0.00,1.48,0.54
11/20/2021 0:00:00,0.98,1.07,0.85,0.37,0.05,0.00,1.48,0.54
11/21/2021 0:00:00,1.92,2.03,1.41,0.66,0.07,0.00,2.78,0.54
11/22/2021 0:00:00,1.86,1.91,1.15,0.58,0.05,0.00,2.60,0.55
11/23/2021 0:00:00,1.74,1.73,0.88,0.48,0.02,0.00,2.34,0.55
11/24/2021 0:00:00,1.99,1.94,0.81,0.50,0.00,0.00,2.60,0.55
11/25/2021 0:00:00,1.71,1.67,0.80,0.43,0.05,0.00,2.26,0.55
11/26/2021 0:00:00,1.62,1.61,0.87,0.42,0.09,0.00,2.17,0.56
11/27/2021 0:00:00,1.86,1.86,1.12,0.49,0.16,0.00,2.52,0.56
11/28/2021 0:00:00,1.52,1.53,1.02,0.40,0.18,0.00,2.08,0.56
11/29/2021 0:00:00,1.93,1.97,1.44,0.52,0.28,0.00,2.69,0.57
11/30/2021 0:00:00,1.85,1.90,1.51,0.51,0.33,0.00,2.60,0.57
12/1/2021 0:00:00,1.92,2.00,1.71,0.54,0.40,0.00,2.74,0.57
12/2/2021 0:00:00,1.07,1.13,1.04,0.31,0.26,0.00,1.55,0.58
12/3/2021 0:00:00,0.78,0.91,0.84,0.13,0.07,0.00,1.46,0.48
12/4/2021 0:00:00,0.81,0.93,0.92,0.21,0.07,0.00,1.46,0.49
12/5/2021 0:00:00,1.40,1.61,1.69,0.51,0.10,0.00,2.47,0.50
12/6/2021 0:00:00,0.96,1.09,1.22,0.44,0.06,1.10,1.64,0.51
12/7/2021 0:00:00,0.50,0.56,0.66,0.27,0.02,0.00,0.82,0.52
12/8/2021 0:00:00,0.45,0.50,0.63,0.28,0.02,6.40,0.73,0.53
12/9/2021 0:00:00,0.29,0.32,0.42,0.20,0.01,1.70,0.46,0.54
12/10/2021 0:00:00,0.60,0.65,0.88,0.46,0.01,0.00,0.91,0.55
12/11/2021 0:00:00,0.79,0.85,1.12,0.57,0.03,0.00,1.19,0.56
12/12/2021 0:00:00,0.36,0.40,0.50,0.25,0.02,11.70,0.55,0.56
12/13/2021 0:00:00,0.12,0.13,0.16,0.08,0.01,47.80,0.18,0.56
12/14/2021 0:00:00,0.31,0.33,0.40,0.19,0.02,2.00,0.46,0.56
12/15/2021 0:00:00,0.43,0.47,0.54,0.25,0.03,14.20,0.64,0.57
12/16/2021 0:00:00,0.37,0.40,0.45,0.20,0.03,0.70,0.55,0.57
12/17/2021 0:00:00,0.69,0.74,0.80,0.34,0.06,0.00,1.01,0.57
12/18/2021 0:00:00,0.75,0.81,0.85,0.34,0.07,0.00,1.10,0.58
12/19/2021 0:00:00,0.78,0.71,0.68,0.37,0.06,0.00,1.01,0.57
12/20/2021 0:00:00,0.50,0.45,0.43,0.23,0.04,0.00,0.64,0.57
12/21/2021 0:00:00,0.92,0.85,0.78,0.42,0.06,7.80,1.19,0.57
12/22/2021 0:00:00,0.85,0.78,0.70,0.38,0.05,12.70,1.10,0.57
12/23/2021 0:00:00,0.71,0.66,0.57,0.31,0.04,32.70,0.91,0.57
12/24/2021 0:00:00,0.28,0.26,0.22,0.12,0.02,3.60,0.37,0.57
12/25/2021 0:00:00,0.21,0.20,0.16,0.09,0.01,22.80,0.27,0.57
12/26/2021 0:00:00,0.42,0.40,0.32,0.18,0.02,10.90,0.55,0.57
12/27/2021 0:00:00,0.21,0.20,0.16,0.09,0.01,12.70,0.27,0.57
12/28/2021 0:00:00,0.42,0.40,0.31,0.17,0.02,1.80,0.55,0.57
12/29/2021 0:00:00,0.35,0.34,0.25,0.14,0.02,7.30,0.46,0.58
12/30/2021 0:00:00,0.56,0.54,0.39,0.22,0.02,0.00,0.73,0.58
12/31/2021 0:00:00,0.49,0.48,0.33,0.19,0.02,0.00,0.64,0.58
